STATUS,REASON,ORIGIN,SUBJECT,PRIORITY,DESCRIPTION,ISCLOSED,CLOSEDDATE,ISESCALATED,CREATEDDATE,NICE_INCONTACT_CLOSED_DATE_TIME__C,NIC_CREATED_DATE__C,Business_Hours
Closed,,Email,General Inquiry,High,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,TRUE,2019-01-13T16:53:39.000Z,,2019-01-13T16:49:39.000Z,2019-01-13 16:53:39 UTC,2019-01-13T16:49:39Z,01m4P000000m2dc
Closed,,Email,Product Problem,Medium,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,TRUE,2019-02-20T22:24:00.000Z,,2019-02-20T22:20:00.000Z,2019-02-20 22:24:00 UTC,2019-02-20T22:20:00Z,01m4P000000m2dc
Closed,,Web,Product Problem,High,ultrices posuere cubilia curae nulla dapibus dolor vel est donec,TRUE,2019-08-15T18:26:24.000Z,,2019-08-15T18:22:24.000Z,2019-08-15 18:26:24 UTC,2019-08-15T18:22:24Z,01m4P000000m2dc
Closed,,Email,General Inquiry,Low,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla,TRUE,2019-02-15T10:51:40.000Z,,2019-02-15T10:47:40.000Z,2019-02-15 10:51:40 UTC,2019-02-15T10:47:40Z,01m4P000000m2dc
Closed,,Phone,Known Issue,High,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere,TRUE,2019-07-23T17:03:12.000Z,,2019-07-23T16:59:12.000Z,2019-07-23 17:03:12 UTC,2019-07-23T16:59:12Z,01m4P000000m2dc
Closed,,Email,General Inquiry,Medium,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,TRUE,2019-04-04T08:45:38.000Z,,2019-04-04T08:41:38.000Z,2019-04-04 08:45:38 UTC,2019-04-04T08:41:38Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,Low,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,TRUE,2019-02-27T05:11:18.000Z,,2019-02-27T05:07:18.000Z,2019-02-27 05:11:18 UTC,2019-02-27T05:07:18Z,01m4P000000m2dc
Closed,,Web,Product Problem,High,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem,TRUE,2019-05-11T02:55:31.000Z,,2019-05-11T02:51:31.000Z,2019-05-11 02:55:31 UTC,2019-05-11T02:51:31Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,Low,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id,TRUE,2019-09-22T16:37:10.000Z,,2019-09-22T16:33:10.000Z,2019-09-22 16:37:10 UTC,2019-09-22T16:33:10Z,01m4P000000m2dc
Closed,,Email,Known Issue,Medium,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at,TRUE,2019-06-28T21:06:18.000Z,,2019-06-28T21:02:18.000Z,2019-06-28 21:06:18 UTC,2019-06-28T21:02:18Z,01m4P000000m2dc
Closed,,Web,General Inquiry,Low,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,TRUE,2019-09-23T08:54:45.000Z,,2019-09-23T08:50:45.000Z,2019-09-23 08:54:45 UTC,2019-09-23T08:50:45Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,Medium,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,TRUE,2019-07-06T16:30:16.000Z,,2019-07-06T16:26:16.000Z,2019-07-06 16:30:16 UTC,2019-07-06T16:26:16Z,01m4P000000m2dc
Closed,,Email,Product Problem,Low,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,TRUE,2018-12-27T23:20:29.000Z,,2018-12-27T23:16:29.000Z,2018-12-27 23:20:29 UTC,2018-12-27T23:16:29Z,01m4P000000m2dc
Closed,,Phone,Product Problem,Medium,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id,TRUE,2018-11-14T12:43:59.000Z,,2018-11-14T12:39:59.000Z,2018-11-14 12:43:59 UTC,2018-11-14T12:39:59Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,Low,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula,TRUE,2019-09-05T15:49:46.000Z,,2019-09-05T15:45:46.000Z,2019-09-05 15:49:46 UTC,2019-09-05T15:45:46Z,01m4P000000m2dc
Closed,,Web,Product Support,Low,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis,TRUE,2019-07-29T11:11:35.000Z,,2019-07-29T11:07:35.000Z,2019-07-29 11:11:35 UTC,2019-07-29T11:07:35Z,01m4P000000m2dc
Closed,,Email,Product Support,Medium,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed,TRUE,2019-03-07T14:45:52.000Z,,2019-03-07T14:41:52.000Z,2019-03-07 14:45:52 UTC,2019-03-07T14:41:52Z,01m4P000000m2dc
Closed,,Web,Known Issue,Medium,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,TRUE,2018-11-06T18:32:46.000Z,,2018-11-06T18:28:46.000Z,2018-11-06 18:32:46 UTC,2018-11-06T18:28:46Z,01m4P000000m2dc
Closed,,Phone,Known Issue,High,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,TRUE,2019-08-11T16:17:44.000Z,,2019-08-11T16:13:44.000Z,2019-08-11 16:17:44 UTC,2019-08-11T16:13:44Z,01m4P000000m2dc
Closed,,Web,Product Problem,High,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,TRUE,2019-02-14T07:44:45.000Z,,2019-02-14T07:40:45.000Z,2019-02-14 07:44:45 UTC,2019-02-14T07:40:45Z,01m4P000000m2dc
Closed,,Web,Known Issue,Medium,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut,TRUE,2019-05-25T21:27:42.000Z,,2019-05-25T21:23:42.000Z,2019-05-25 21:27:42 UTC,2019-05-25T21:23:42Z,01m4P000000m2dc
Closed,,Web,General Inquiry,Medium,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,TRUE,2019-05-08T11:13:54.000Z,,2019-05-08T11:09:54.000Z,2019-05-08 11:13:54 UTC,2019-05-08T11:09:54Z,01m4P000000m2dc
Closed,,Email,Product Support,Low,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,TRUE,2019-04-30T21:27:11.000Z,,2019-04-30T21:23:11.000Z,2019-04-30 21:27:11 UTC,2019-04-30T21:23:11Z,01m4P000000m2dc
Closed,,Web,Product Support,Low,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,TRUE,2019-01-16T14:15:06.000Z,,2019-01-16T14:11:06.000Z,2019-01-16 14:15:06 UTC,2019-01-16T14:11:06Z,01m4P000000m2dc
Closed,,Phone,Product Support,High,sed magna at nunc commodo placerat praesent blandit nam nulla integer,TRUE,2019-08-26T22:51:03.000Z,,2019-08-26T22:47:03.000Z,2019-08-26 22:51:03 UTC,2019-08-26T22:47:03Z,01m4P000000m2dc
Closed,,Web,Known Issue,High,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent,TRUE,2019-03-13T07:38:24.000Z,,2019-03-13T07:34:24.000Z,2019-03-13 07:38:24 UTC,2019-03-13T07:34:24Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,Low,a pede posuere nonummy integer non velit donec diam neque,TRUE,2019-07-10T14:47:06.000Z,,2019-07-10T14:43:06.000Z,2019-07-10 14:47:06 UTC,2019-07-10T14:43:06Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,High,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,TRUE,2019-03-16T15:24:00.000Z,,2019-03-16T15:20:00.000Z,2019-03-16 15:24:00 UTC,2019-03-16T15:20:00Z,01m4P000000m2dc
Closed,,Email,General Inquiry,High,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,TRUE,2019-09-10T16:27:59.000Z,,2019-09-10T16:23:59.000Z,2019-09-10 16:27:59 UTC,2019-09-10T16:23:59Z,01m4P000000m2dc
Closed,,Web,General Inquiry,High,a pede posuere nonummy integer non velit donec diam neque vestibulum eget,TRUE,2018-11-15T18:15:08.000Z,,2018-11-15T18:11:08.000Z,2018-11-15 18:15:08 UTC,2018-11-15T18:11:08Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,Medium,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum,TRUE,2019-05-08T04:38:51.000Z,,2019-05-08T04:34:51.000Z,2019-05-08 04:38:51 UTC,2019-05-08T04:34:51Z,01m4P000000m2dc
Closed,,Phone,Product Support,Medium,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada,TRUE,2019-07-29T15:56:49.000Z,,2019-07-29T15:52:49.000Z,2019-07-29 15:56:49 UTC,2019-07-29T15:52:49Z,01m4P000000m2dc
Closed,,Web,Product Problem,Low,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus,TRUE,2019-08-17T04:24:40.000Z,,2019-08-17T04:20:40.000Z,2019-08-17 04:24:40 UTC,2019-08-17T04:20:40Z,01m4P000000m2dc
Closed,,Phone,Product Problem,Low,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,TRUE,2019-10-05T23:46:38.000Z,,2019-10-05T23:42:38.000Z,2019-10-05 23:46:38 UTC,2019-10-05T23:42:38Z,01m4P000000m2dc
Closed,,Email,Product Problem,Low,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,TRUE,2019-05-24T21:37:19.000Z,,2019-05-24T21:33:19.000Z,2019-05-24 21:37:19 UTC,2019-05-24T21:33:19Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,Medium,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,TRUE,2019-04-03T06:59:55.000Z,,2019-04-03T06:55:55.000Z,2019-04-03 06:59:55 UTC,2019-04-03T06:55:55Z,01m4P000000m2dc
Closed,,Web,Known Issue,Medium,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,TRUE,2019-05-24T20:51:56.000Z,,2019-05-24T20:47:56.000Z,2019-05-24 20:51:56 UTC,2019-05-24T20:47:56Z,01m4P000000m2dc
Closed,,Email,General Inquiry,Medium,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet,TRUE,2018-12-19T04:32:08.000Z,,2018-12-19T04:28:08.000Z,2018-12-19 04:32:08 UTC,2018-12-19T04:28:08Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,Low,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,TRUE,2018-12-13T19:47:05.000Z,,2018-12-13T19:43:05.000Z,2018-12-13 19:47:05 UTC,2018-12-13T19:43:05Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,Medium,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst,TRUE,2018-11-22T05:48:43.000Z,,2018-11-22T05:44:43.000Z,2018-11-22 05:48:43 UTC,2018-11-22T05:44:43Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,High,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,TRUE,2019-01-26T07:30:00.000Z,,2019-01-26T07:26:00.000Z,2019-01-26 07:30:00 UTC,2019-01-26T07:26:00Z,01m4P000000m2dc
Closed,,Web,Product Support,Medium,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,TRUE,2019-02-20T12:19:29.000Z,,2019-02-20T12:15:29.000Z,2019-02-20 12:19:29 UTC,2019-02-20T12:15:29Z,01m4P000000m2dc
Closed,,Email,Product Problem,Low,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,TRUE,2018-12-15T13:58:22.000Z,,2018-12-15T13:54:22.000Z,2018-12-15 13:58:22 UTC,2018-12-15T13:54:22Z,01m4P000000m2dc
Closed,,Web,Known Issue,High,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,TRUE,2019-05-12T22:41:43.000Z,,2019-05-12T22:37:43.000Z,2019-05-12 22:41:43 UTC,2019-05-12T22:37:43Z,01m4P000000m2dc
Closed,,Phone,General Inquiry,High,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,TRUE,2019-09-05T19:28:48.000Z,,2019-09-05T19:24:48.000Z,2019-09-05 19:28:48 UTC,2019-09-05T19:24:48Z,01m4P000000m2dc
Closed,,Phone,Product Problem,Medium,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,TRUE,2019-07-29T05:49:35.000Z,,2019-07-29T05:45:35.000Z,2019-07-29 05:49:35 UTC,2019-07-29T05:45:35Z,01m4P000000m2dc
Closed,,Web,General Inquiry,Medium,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,TRUE,2019-08-09T01:36:05.000Z,,2019-08-09T01:32:05.000Z,2019-08-09 01:36:05 UTC,2019-08-09T01:32:05Z,01m4P000000m2dc
Closed,,Phone,General Inquiry,Low,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,TRUE,2019-08-18T00:18:48.000Z,,2019-08-18T00:14:48.000Z,2019-08-18 00:18:48 UTC,2019-08-18T00:14:48Z,01m4P000000m2dc
Closed,,Web,Product Problem,Medium,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,TRUE,2019-10-01T13:47:50.000Z,,2019-10-01T13:43:50.000Z,2019-10-01 13:47:50 UTC,2019-10-01T13:43:50Z,01m4P000000m2dc
Closed,,Phone,General Inquiry,High,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,TRUE,2018-12-22T18:25:00.000Z,,2018-12-22T18:21:00.000Z,2018-12-22 18:25:00 UTC,2018-12-22T18:21:00Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,Medium,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,TRUE,2019-05-21T10:13:44.000Z,,2019-05-21T10:09:44.000Z,2019-05-21 10:13:44 UTC,2019-05-21T10:09:44Z,01m4P000000m2dc
Closed,,Email,Product Support,Medium,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,TRUE,2019-08-20T16:23:26.000Z,,2019-08-20T16:19:26.000Z,2019-08-20 16:23:26 UTC,2019-08-20T16:19:26Z,01m4P000000m2dc
Closed,,Web,Known Issue,Medium,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,TRUE,2019-09-09T07:41:42.000Z,,2019-09-09T07:37:42.000Z,2019-09-09 07:41:42 UTC,2019-09-09T07:37:42Z,01m4P000000m2dc
Closed,,Email,Product Problem,Medium,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,TRUE,2019-07-04T21:07:05.000Z,,2019-07-04T21:03:05.000Z,2019-07-04 21:07:05 UTC,2019-07-04T21:03:05Z,01m4P000000m2dc
Closed,,Phone,Product Support,Low,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,TRUE,2019-01-28T20:50:31.000Z,,2019-01-28T20:46:31.000Z,2019-01-28 20:50:31 UTC,2019-01-28T20:46:31Z,01m4P000000m2dc
Closed,,Phone,General Inquiry,High,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,TRUE,2019-04-25T15:04:57.000Z,,2019-04-25T15:00:57.000Z,2019-04-25 15:04:57 UTC,2019-04-25T15:00:57Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,High,mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum,TRUE,2019-03-24T02:59:54.000Z,,2019-03-24T02:55:54.000Z,2019-03-24 02:59:54 UTC,2019-03-24T02:55:54Z,01m4P000000m2dc
Closed,,Web,General Inquiry,Low,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,TRUE,2019-07-12T23:58:23.000Z,,2019-07-12T23:54:23.000Z,2019-07-12 23:58:23 UTC,2019-07-12T23:54:23Z,01m4P000000m2dc
Closed,,Email,Product Problem,Low,massa tempor convallis nulla neque libero convallis eget eleifend luctus,TRUE,2019-04-28T16:06:22.000Z,,2019-04-28T16:02:22.000Z,2019-04-28 16:06:22 UTC,2019-04-28T16:02:22Z,01m4P000000m2dc
Closed,,Web,Product Support,Medium,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,TRUE,2018-12-08T07:59:00.000Z,,2018-12-08T07:55:00.000Z,2018-12-08 07:59:00 UTC,2018-12-08T07:55:00Z,01m4P000000m2dc
Closed,,Web,Known Issue,High,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,TRUE,2019-07-30T17:35:10.000Z,,2019-07-30T17:31:10.000Z,2019-07-30 17:35:10 UTC,2019-07-30T17:31:10Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,Low,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet,TRUE,2019-09-03T15:43:48.000Z,,2019-09-03T15:39:48.000Z,2019-09-03 15:43:48 UTC,2019-09-03T15:39:48Z,01m4P000000m2dc
Closed,,Phone,Known Issue,Medium,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl,TRUE,2019-07-06T20:12:39.000Z,,2019-07-06T20:08:39.000Z,2019-07-06 20:12:39 UTC,2019-07-06T20:08:39Z,01m4P000000m2dc
Closed,,Web,Product Support,Medium,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero,TRUE,2019-03-17T00:57:53.000Z,,2019-03-17T00:53:53.000Z,2019-03-17 00:57:53 UTC,2019-03-17T00:53:53Z,01m4P000000m2dc
Closed,,Email,General Inquiry,Medium,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius,TRUE,2019-05-27T12:39:45.000Z,,2019-05-27T12:35:45.000Z,2019-05-27 12:39:45 UTC,2019-05-27T12:35:45Z,01m4P000000m2dc
Closed,,Web,General Inquiry,Low,in hac habitasse platea dictumst morbi vestibulum velit id pretium,TRUE,2018-11-28T08:57:37.000Z,,2018-11-28T08:53:37.000Z,2018-11-28 08:57:37 UTC,2018-11-28T08:53:37Z,01m4P000000m2dc
Working,,Email,Product Inquiry,High,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,FALSE,2019-03-05T14:26:10.000Z,,2019-03-05T14:22:10.000Z,2019-03-05 14:26:10 UTC,2019-03-05T14:22:10Z,01m4P000000m2dc
Working,,Phone,Product Problem,Medium,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit,FALSE,2019-09-04T19:36:58.000Z,,2019-09-04T19:32:58.000Z,2019-09-04 19:36:58 UTC,2019-09-04T19:32:58Z,01m4P000000m2dc
Working,,Web,Product Problem,Medium,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices,FALSE,2018-11-20T17:18:06.000Z,,2018-11-20T17:14:06.000Z,2018-11-20 17:18:06 UTC,2018-11-20T17:14:06Z,01m4P000000m2dc
Working,,Phone,Product Problem,High,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,FALSE,2019-09-26T03:35:09.000Z,,2019-09-26T03:31:09.000Z,2019-09-26 03:35:09 UTC,2019-09-26T03:31:09Z,01m4P000000m2dc
Working,,Web,Known Issue,Medium,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat,FALSE,2018-11-14T04:23:40.000Z,,2018-11-14T04:19:40.000Z,2018-11-14 04:23:40 UTC,2018-11-14T04:19:40Z,01m4P000000m2dc
Working,,Phone,Product Support,Low,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis,FALSE,2019-05-17T21:28:48.000Z,,2019-05-17T21:24:48.000Z,2019-05-17 21:28:48 UTC,2019-05-17T21:24:48Z,01m4P000000m2dc
Working,,Web,Product Support,Medium,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent,FALSE,2019-08-27T02:15:39.000Z,,2019-08-27T02:11:39.000Z,2019-08-27 02:15:39 UTC,2019-08-27T02:11:39Z,01m4P000000m2dc
Working,,Phone,Known Issue,High,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,FALSE,2019-08-19T07:38:32.000Z,,2019-08-19T07:34:32.000Z,2019-08-19 07:38:32 UTC,2019-08-19T07:34:32Z,01m4P000000m2dc
Working,,Phone,General Inquiry,High,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,FALSE,2019-10-09T04:26:34.000Z,,2019-10-09T04:22:34.000Z,2019-10-09 04:26:34 UTC,2019-10-09T04:22:34Z,01m4P000000m2dc
Working,,Web,General Inquiry,Medium,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,FALSE,2019-10-15T07:28:22.000Z,,2019-10-15T07:24:22.000Z,2019-10-15 07:28:22 UTC,2019-10-15T07:24:22Z,01m4P000000m2dc
Working,,Email,General Inquiry,Medium,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,FALSE,2019-10-08T19:13:09.000Z,,2019-10-08T19:09:09.000Z,2019-10-08 19:13:09 UTC,2019-10-08T19:09:09Z,01m4P000000m2dc
Working,,Phone,Product Inquiry,High,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,FALSE,2018-10-21T02:05:03.000Z,,2018-10-21T02:01:03.000Z,2018-10-21 02:05:03 UTC,2018-10-21T02:01:03Z,01m4P000000m2dc
Working,,Phone,Product Problem,Low,nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,FALSE,2019-03-04T16:35:23.000Z,,2019-03-04T16:31:23.000Z,2019-03-04 16:35:23 UTC,2019-03-04T16:31:23Z,01m4P000000m2dc
Working,,Phone,Product Support,High,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,FALSE,2019-05-04T11:02:47.000Z,,2019-05-04T10:58:47.000Z,2019-05-04 11:02:47 UTC,2019-05-04T10:58:47Z,01m4P000000m2dc
Working,,Web,Known Issue,High,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut,FALSE,2019-02-18T09:11:15.000Z,,2019-02-18T09:07:15.000Z,2019-02-18 09:11:15 UTC,2019-02-18T09:07:15Z,01m4P000000m2dc
Working,,Phone,Known Issue,Medium,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,FALSE,2019-07-25T04:33:44.000Z,,2019-07-25T04:29:44.000Z,2019-07-25 04:33:44 UTC,2019-07-25T04:29:44Z,01m4P000000m2dc
Working,,Phone,General Inquiry,High,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis,FALSE,2019-06-03T06:13:05.000Z,,2019-06-03T06:09:05.000Z,2019-06-03 06:13:05 UTC,2019-06-03T06:09:05Z,01m4P000000m2dc
Working,,Email,Product Support,Low,turpis enim blandit mi in porttitor pede justo eu massa donec,FALSE,2019-07-03T03:44:17.000Z,,2019-07-03T03:40:17.000Z,2019-07-03 03:44:17 UTC,2019-07-03T03:40:17Z,01m4P000000m2dc
Working,,Phone,General Inquiry,High,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque,FALSE,2019-09-20T21:09:11.000Z,,2019-09-20T21:05:11.000Z,2019-09-20 21:09:11 UTC,2019-09-20T21:05:11Z,01m4P000000m2dc
